task_type,task_number,task_name,example_type,example_number,input_height,input_width,output_height,output_width,input_filename,output_filename,input_grid,output_grid
training,17,0dfd9992.json,train,2,21,21,21,21,img/tasks/0dfd9992_train_input_2.png,img/tasks/0dfd9992_train_output_2.png,|277265627726562772656|755743475574347557434|755743475574347557434|277200000726562700656|644600000463236400323|533500000352125300212|644600000463236400003|277265627726562770006|000003475574347550004|000003475574347550004|000005627726562772656|644632364463236446323|533521253352125335212|644632364463236400323|277265627726562700656|755743475574347500434|755743475574347557434|277265627726562772656|644632364463236446323|533521253352125335212|644632364463236446323|,|277265627726562772656|755743475574347557434|755743475574347557434|277265627726562772656|644632364463236446323|533521253352125335212|644632364463236446323|277265627726562772656|755743475574347557434|755743475574347557434|277265627726562772656|644632364463236446323|533521253352125335212|644632364463236446323|277265627726562772656|755743475574347557434|755743475574347557434|277265627726562772656|644632364463236446323|533521253352125335212|644632364463236446323|
training,17,0dfd9992.json,train,3,21,21,21,21,img/tasks/0dfd9992_train_input_3.png,img/tasks/0dfd9992_train_output_3.png,|323632363236323632363|212521252125212521252|000002363236323632363|000005616561656165616|323632363236320002363|212500002000210001252|323600003000323632363|656100006000656165616|323600003000323632363|212500002125212521252|323632363236323632363|656165616561656165616|323632363236323632363|212521252125212521252|300000363236323632363|600000616561656165616|300000363236323632363|200000252125212521252|300000363236323632363|656165616561656165616|323632363236323632363|,|323632363236323632363|212521252125212521252|323632363236323632363|656165616561656165616|323632363236323632363|212521252125212521252|323632363236323632363|656165616561656165616|323632363236323632363|212521252125212521252|323632363236323632363|656165616561656165616|323632363236323632363|212521252125212521252|323632363236323632363|656165616561656165616|323632363236323632363|212521252125212521252|323632363236323632363|656165616561656165616|323632363236323632363|
training,17,0dfd9992.json,test,1,21,21,21,21,img/tasks/0dfd9992_test_input_1.png,img/tasks/0dfd9992_test_output_1.png,|965695335965695335965|632362992000002992632|521251881000001881521|632362992000002992632|965695335965695335965|521251881521251881521|398938668398938668398|398938668398938668398|521200001521251881521|965600005965695335965|632300002632362992632|521251881521251881521|632362992632360092632|965695335965690035965|521251881521250081521|008900068398930068398|008900068398938668398|521200081521251881521|965600035965695335965|632300092632362992632|521251881521251881521|,|965695335965695335965|632362992632362992632|521251881521251881521|632362992632362992632|965695335965695335965|521251881521251881521|398938668398938668398|398938668398938668398|521251881521251881521|965695335965695335965|632362992632362992632|521251881521251881521|632362992632362992632|965695335965695335965|521251881521251881521|398938668398938668398|398938668398938668398|521251881521251881521|965695335965695335965|632362992632362992632|521251881521251881521|
training,18,0e206a2e.json,train,1,14,18,14,18,img/tasks/0e206a2e_train_input_1.png,img/tasks/0e206a2e_train_output_1.png,|000000000000000000|000800000000000000|003810000000000400|008480000000000000|000000000000030001|000000000000000000|000000030000000000|000000080800000000|000000088400000000|001000080800000000|000400010000000000|003000000000000000|000000000000000000|000000000000000000|,|000000000000000000|000000000000000000|000000000000008480|000000000000000800|000000000000038881|000000000000000000|000000000000000000|000000000000000000|000000000000000000|001800000000000000|088400000000000000|003800000000000000|000000000000000000|000000000000000000|
training,18,0e206a2e.json,train,2,14,15,14,15,img/tasks/0e206a2e_train_input_2.png,img/tasks/0e206a2e_train_output_2.png,|000000000000000|000000000000000|000000000000000|000020000000000|000433000000000|000030000000000|000030000000000|000030000000000|000313000000000|000000000000000|000000000000040|000000000100002|000000000000000|000000000000000|,|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000000000|000000000300040|000000000133332|000000000300030|000000000000000|
training,18,0e206a2e.json,train,3,16,14,16,14,img/tasks/0e206a2e_train_input_3.png,img/tasks/0e206a2e_train_output_3.png,|00000000000000|00000000000000|00000000040000|00000800080000|00000188828000|00000000080000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|01000200000000|00000000000000|00000400000000|00000000000000|00000000000000|,|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000000000000|00000800000000|01888280000000|08000800000000|00000400000000|00000000000000|00000000000000|
training,18,0e206a2e.json,test,1,24,19,24,19,img/tasks/0e206a2e_test_input_1.png,img/tasks/0e206a2e_test_output_1.png,|0000000000000000000|0000000000000000000|0000000000000000000|0000000500000000000|0000005155400000000|0000000500500000000|0000025550000000000|0000000000000000000|0000000000000000000|0000000000520000000|0000000000050500000|0000000000045100000|0000000000000000000|0020400000000000000|0000000000000000000|0000100000000000000|0000000000400000000|0000000000000000000|0000000000000000000|0000000000100000000|0000000000000000000|0000000000002000000|0000000000000000000|0000000000000000000|,|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000|0050000000000000000|0025400000000000000|0000500000000000000|0005100000000000000|0000000000450000000|0000000000500000000|0000000000505000000|0000000005155000000|0000000000505000000|0000000000002000000|0000000000000000000|0000000000000000000|
training,19,10fcaaa3.json,train,1,2,4,4,8,img/tasks/10fcaaa3_train_input_1.png,img/tasks/10fcaaa3_train_output_1.png,|0000|0500|,|80808080|05000500|80808080|05000500|
training,19,10fcaaa3.json,train,2,3,4,6,8,img/tasks/10fcaaa3_train_input_2.png,img/tasks/10fcaaa3_train_output_2.png,|0060|0000|0600|,|00600060|88888888|06080608|80608060|88888888|06000600|
training,19,10fcaaa3.json,train,3,5,3,10,6,img/tasks/10fcaaa3_train_input_3.png,img/tasks/10fcaaa3_train_output_3.png,|000|040|000|000|400|,|808808|040040|808808|088080|400400|888888|040040|808808|088080|400400|
training,19,10fcaaa3.json,train,4,4,4,8,8,img/tasks/10fcaaa3_train_input_4.png,img/tasks/10fcaaa3_train_output_4.png,|0000|0200|0000|0000|,|80808080|02000200|80808080|00000000|80808080|02000200|80808080|00000000|
training,19,10fcaaa3.json,test,1,6,5,12,10,img/tasks/10fcaaa3_test_input_1.png,img/tasks/10fcaaa3_test_output_1.png,|03000|00000|00000|00030|00000|03000|,|0300003000|8080080800|0080800808|0003000030|8080880808|8380083800|8380083800|8080080800|0080800808|0003000030|8080880808|0300003000|
training,20,11852cab.json,train,1,10,10,10,10,img/tasks/11852cab_train_input_1.png,img/tasks/11852cab_train_output_1.png,|0000000000|0030800000|0002020000|0080308000|0002020000|0000800000|0000000000|0000000000|0000000000|0000000000|,|0000000000|0030803000|0002020000|0080308000|0002020000|0030803000|0000000000|0000000000|0000000000|0000000000|
training,20,11852cab.json,train,2,10,10,10,10,img/tasks/11852cab_train_input_2.png,img/tasks/11852cab_train_output_2.png,|0000000000|0000000000|0020300000|0004040000|0030403000|0004040000|0000300000|0000000000|0000000000|0000000000|,|0000000000|0000000000|0020302000|0004040000|0030403000|0004040000|0020302000|0000000000|0000000000|0000000000|
training,20,11852cab.json,train,3,10,10,10,10,img/tasks/11852cab_train_input_3.png,img/tasks/11852cab_train_output_3.png,|0000000000|0008080800|0000400000|0008010800|0000000000|0008080800|0000000000|0000000000|0000000000|0000000000|,|0000000000|0008080800|0000404000|0008010800|0000404000|0008080800|0000000000|0000000000|0000000000|0000000000|
training,20,11852cab.json,test,1,10,10,10,10,img/tasks/11852cab_test_input_1.png,img/tasks/11852cab_test_output_1.png,|0000000000|0000000000|0104010000|0020200000|0001000000|0020200000|0100010000|0000000000|0000000000|0000000000|,|0000000000|0000000000|0104010000|0020200000|0401040000|0020200000|0104010000|0000000000|0000000000|0000000000|
training,21,1190e5a7.json,train,1,15,15,2,4,img/tasks/1190e5a7_train_input_1.png,img/tasks/1190e5a7_train_output_1.png,|373333333373373|373333333373373|777777777777777|373333333373373|373333333373373|373333333373373|373333333373373|373333333373373|373333333373373|373333333373373|373333333373373|373333333373373|373333333373373|373333333373373|373333333373373|,|3333|3333|
training,21,1190e5a7.json,train,2,11,11,3,2,img/tasks/1190e5a7_train_input_2.png,img/tasks/1190e5a7_train_output_2.png,|11118111111|11118111111|11118111111|88888888888|11118111111|11118111111|11118111111|11118111111|11118111111|88888888888|11118111111|,|11|11|11|
training,21,1190e5a7.json,train,3,27,27,6,5,img/tasks/1190e5a7_train_input_3.png,img/tasks/1190e5a7_train_output_3.png,|333333133333333333333131313|333333133333333333333131313|111111111111111111111111111|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|111111111111111111111111111|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|111111111111111111111111111|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|111111111111111111111111111|333333133333333333333131313|111111111111111111111111111|333333133333333333333131313|333333133333333333333131313|333333133333333333333131313|,|33333|33333|33333|33333|33333|33333|
training,21,1190e5a7.json,test,1,22,22,5,3,img/tasks/1190e5a7_test_input_1.png,img/tasks/1190e5a7_test_output_1.png,|1111111111111115111151|1111111111111115111151|5555555555555555555555|1111111111111115111151|1111111111111115111151|1111111111111115111151|1111111111111115111151|5555555555555555555555|1111111111111115111151|1111111111111115111151|1111111111111115111151|1111111111111115111151|5555555555555555555555|1111111111111115111151|1111111111111115111151|1111111111111115111151|1111111111111115111151|5555555555555555555555|1111111111111115111151|1111111111111115111151|1111111111111115111151|1111111111111115111151|,|111|111|111|111|111|
training,22,137eaa0f.json,train,1,11,11,3,3,img/tasks/137eaa0f_train_input_1.png,img/tasks/137eaa0f_train_output_1.png,|00000000000|00000066000|00050005000|00440000000|00000000000|00000000000|00000000000|00000070000|00000570000|00000000000|00000000000|,|667|057|440|
training,22,137eaa0f.json,train,2,11,11,3,3,img/tasks/137eaa0f_train_input_2.png,img/tasks/137eaa0f_train_output_2.png,|00000000000|00000000000|06000000000|00507570000|00000000000|00000000000|00000000000|00000005000|00220033300|00500000000|00000000000|,|622|757|333|
training,22,137eaa0f.json,train,3,11,11,3,3,img/tasks/137eaa0f_train_input_3.png,img/tasks/137eaa0f_train_output_3.png,|00000000000|00000000000|01100000000|15000000000|00000520000|00000020000|00000000000|00000000000|00000005000|00000099000|00000000000|,|011|152|992|
training,22,137eaa0f.json,test,1,11,11,3,3,img/tasks/137eaa0f_test_input_1.png,img/tasks/137eaa0f_test_output_1.png,|00000000000|00000000900|00000009500|40000009000|05400000000|00000000000|00000008000|00000050000|00000000000|00050000000|00022000000|,|498|954|922|
training,23,150deff5.json,train,1,9,11,9,11,img/tasks/150deff5_train_input_1.png,img/tasks/150deff5_train_output_1.png,|00000000000|00550000000|00555550000|00055500000|00055555000|00050055000|00000555000|00000000000|00000000000|,|00000000000|00880000000|00882220000|00028800000|00028888000|00020088000|00000222000|00000000000|00000000000|
training,23,150deff5.json,train,2,8,10,8,10,img/tasks/150deff5_train_input_2.png,img/tasks/150deff5_train_output_2.png,|0000000000|0555555000|0555555000|0005005000|0000555000|0000555000|0000500000|0000000000|,|0000000000|0882882000|0882882000|0002002000|0000288000|0000288000|0000200000|0000000000|
training,23,150deff5.json,train,3,8,9,8,9,img/tasks/150deff5_train_input_3.png,img/tasks/150deff5_train_output_3.png,|000000000|055555000|000055000|000500000|000555000|000555000|000000000|000000000|,|000000000|022288000|000088000|000200000|000288000|000288000|000000000|000000000|
training,23,150deff5.json,test,1,8,11,8,11,img/tasks/150deff5_test_input_1.png,img/tasks/150deff5_test_output_1.png,|00550555000|00550050000|05555550000|00005550000|00055500000|00000550000|00000550000|00000000000|,|00880222000|00880020000|02228820000|00008820000|00022200000|00000880000|00000880000|00000000000|
training,24,178fcbfb.json,train,1,9,9,9,9,img/tasks/178fcbfb_train_input_1.png,img/tasks/178fcbfb_train_output_1.png,|000000000|000000000|002000000|000000000|000000030|000000000|000100000|000000000|000000000|,|002000000|002000000|002000000|002000000|333333333|002000000|111111111|002000000|002000000|
training,24,178fcbfb.json,train,2,10,8,10,8,img/tasks/178fcbfb_train_input_2.png,img/tasks/178fcbfb_train_output_2.png,|00000000|03000000|00000000|00000000|00030000|00000000|01000000|00000200|00000000|00000000|,|00000200|33333333|00000200|00000200|33333333|00000200|11111111|00000200|00000200|00000200|
training,24,178fcbfb.json,train,3,10,11,10,11,img/tasks/178fcbfb_train_input_3.png,img/tasks/178fcbfb_train_output_3.png,|00000000000|01000000000|00000000000|00000000300|00000000000|00000000000|00300000000|00000000000|00020000000|00000000020|,|00020000020|11111111111|00020000020|33333333333|00020000020|00020000020|33333333333|00020000020|00020000020|00020000020|
training,24,178fcbfb.json,test,1,12,11,12,11,img/tasks/178fcbfb_test_input_1.png,img/tasks/178fcbfb_test_output_1.png,|00030000000|00000000020|00000000000|00000300000|00000000000|00002000000|00000000000|01000000000|00000000000|00000000100|00000000000|00000000000|,|33333333333|00002000020|00002000020|33333333333|00002000020|00002000020|00002000020|11111111111|00002000020|11111111111|00002000020|00002000020|
